phone_num,client_id,contact,day_of_week,month,duration,contact_type
915-145-5799,7054,telephone,Tuesday,May,868,telephone
657-970-2476,7055,telephone,Wednesday,September,102,telephone
971-581-1563,7056,telephone,Tuesday,March,164,cellular
573-467-2889,7057,telephone,Wednesday,May,679,cellular
915-972-8093,7058,telephone,Sunday,October,109,cellular
267-480-1617,7059,cellular,Friday,February,313,cellular
610-152-3486,7060,telephone,Monday,February,201,telephone
810-586-0265,7061,telephone,Thursday,July,378,cellular
702-519-3644,7062,cellular,Thursday,October,468,cellular
772-519-2310,7063,cellular,Friday,July,97,telephone
740-621-8301,7064,telephone,Friday,June,907,telephone
734-995-1234,7065,cellular,Monday,March,140,cellular
631-745-5517,7066,cellular,Monday,August,887,cellular
952-784-7537,7067,cellular,Friday,July,252,cellular
901-108-6431,7068,cellular,Thursday,July,487,cellular
516-298-9619,7069,telephone,Wednesday,April,608,telephone
931-953-2928,7070,telephone,Thursday,April,835,telephone
212-972-2945,7071,telephone,Saturday,November,99,telephone
718-748-9162,7072,telephone,Sunday,January,535,cellular
757-625-7205,7073,telephone,Saturday,February,577,telephone
754-815-3407,7074,telephone,Sunday,August,550,telephone
570-526-4016,7075,cellular,Sunday,October,999,telephone
937-436-9395,7076,cellular,Tuesday,October,18,cellular
828-790-4632,7077,cellular,Friday,September,949,telephone
615-002-1290,7078,telephone,Thursday,February,655,telephone
321-693-5560,7079,telephone,Friday,December,79,cellular
303-692-1618,7080,cellular,Saturday,January,19,cellular
601-881-5419,7081,cellular,Friday,October,765,cellular
217-410-0226,7082,cellular,Wednesday,September,352,telephone
610-509-9544,7083,cellular,Saturday,January,2999,telephone
308-565-2274,7084,cellular,Sunday,January,380,telephone
571-177-9213,7085,telephone,Tuesday,December,9995,telephone
689-706-8220,7086,telephone,Tuesday,December,999,telephone
301-192-0777,7087,telephone,Tuesday,March,104,cellular
757-224-8690,7088,cellular,Tuesday,June,382,telephone
724-750-7455,7089,telephone,Wednesday,April,516,telephone
805-931-9970,7090,telephone,Wednesday,January,837,telephone
607-991-1618,7091,telephone,Monday,April,365,telephone
845-473-6702,7092,telephone,Thursday,April,695,telephone
916-602-0318,7093,telephone,Wednesday,September,391,cellular
253-409-8016,7094,telephone,Wednesday,October,587,cellular
662-257-8968,7095,cellular,Saturday,October,419,telephone
975-570-6222,7096,telephone,Thursday,April,666,cellular
408-534-4791,7097,telephone,Monday,February,799,cellular
754-553-5810,7098,cellular,Thursday,April,707,cellular
863-786-0338,7099,cellular,Wednesday,October,917,telephone
385-645-2123,7100,telephone,Sunday,October,862,telephone
646-248-6430,7101,cellular,Saturday,January,296,telephone
539-456-9426,7102,cellular,Friday,February,227,cellular
757-138-2402,7103,telephone,Monday,January,340,cellular
804-226-4841,7104,cellular,Sunday,November,51,cellular
240-413-0705,7105,telephone,Wednesday,July,999,cellular
970-017-7084,7106,telephone,Thursday,December,704,cellular
336-983-1936,7107,cellular,Sunday,August,683,telephone
412-525-0475,7108,cellular,Friday,April,203,cellular
315-181-9175,7109,cellular,Sunday,April,456,cellular
917-989-2159,7110,cellular,Thursday,September,413,telephone
815-341-5612,7111,cellular,Tuesday,December,999,cellular
679-324-8634,7112,cellular,Thursday,November,944,telephone
209-273-9378,7113,telephone,Tuesday,November,508,telephone
432-008-2199,7114,telephone,Friday,January,219,telephone
331-818-4550,7115,telephone,Tuesday,June,565,cellular
253-896-7023,7116,telephone,Friday,April,725,telephone
430-742-7139,7117,cellular,Friday,May,536,telephone
937-420-1072,7118,telephone,Sunday,June,366,telephone
865-343-6538,7119,telephone,Sunday,July,879,cellular
567-949-3382,7120,cellular,Monday,August,350,telephone
951-685-1482,7121,cellular,Thursday,April,931,telephone
713-904-1689,7122,cellular,Sunday,April,890,telephone
681-042-5121,7123,cellular,Thursday,December,76,cellular
682-492-6270,7124,cellular,Wednesday,June,289,telephone
312-876-7692,7125,telephone,Sunday,February,481,cellular
636-197-5730,7126,cellular,Tuesday,January,778,telephone
917-419-2905,7127,cellular,Monday,August,890,telephone
808-742-1802,7128,telephone,Wednesday,November,214,telephone
321-236-4401,7129,telephone,Tuesday,October,788,cellular
580-351-9071,7130,telephone,Saturday,November,157,cellular
717-504-4340,7131,telephone,Tuesday,September,324,cellular
769-659-7341,7132,cellular,Sunday,November,274,telephone
252-068-9786,7133,telephone,Tuesday,August,9999,cellular
927-560-4860,7134,cellular,Monday,June,961,cellular
575-391-3819,7135,telephone,Thursday,January,487,cellular
336-411-8699,7136,cellular,Saturday,January,178,cellular
918-258-7244,7137,telephone,Wednesday,February,460,telephone
605-772-0825,7138,cellular,Thursday,July,68,cellular
650-490-2668,7139,cellular,Friday,January,175,cellular
316-180-9970,7140,telephone,Saturday,February,740,cellular
305-220-1070,7141,cellular,Thursday,October,363,telephone
501-060-7503,7142,cellular,Sunday,September,813,telephone
904-382-3419,7143,cellular,Friday,June,889,cellular
845-783-6637,7144,cellular,Saturday,October,980,cellular
570-506-5507,7145,cellular,Sunday,July,338,telephone
405-934-9694,7146,cellular,Friday,April,804,telephone
618-549-7764,7147,telephone,Tuesday,October,839,telephone
223-207-2056,7148,telephone,Tuesday,June,460,cellular
562-487-8164,7149,cellular,Tuesday,December,996,cellular
561-720-2155,7150,telephone,Sunday,November,0,cellular
845-259-0442,7151,telephone,Sunday,April,446,cellular
317-785-5673,7152,cellular,Friday,July,978,telephone
404-879-8710,7153,cellular,Tuesday,February,941,telephone
603-770-5111,7154,cellular,Monday,June,791,telephone
567-242-2656,7155,telephone,Friday,September,797,cellular
906-950-8512,7156,cellular,Monday,April,53,cellular
305-953-9829,7157,telephone,Tuesday,June,841,cellular
508-734-1247,7158,cellular,Tuesday,May,970,cellular
860-000-3060,7159,cellular,Tuesday,April,602,telephone
469-621-5021,7160,telephone,Monday,February,777,cellular
609-360-2652,7161,cellular,Friday,July,288,telephone
407-042-5435,7162,telephone,Friday,December,16,telephone
504-858-7592,7163,cellular,Wednesday,December,582,cellular
763-621-8554,7164,cellular,Tuesday,June,401,cellular
301-394-5684,7165,cellular,Sunday,December,201,telephone
813-444-9078,7166,cellular,Friday,February,420,telephone
334-903-9769,7167,cellular,Tuesday,September,9992,cellular
323-196-3339,7168,telephone,Wednesday,August,504,cellular
209-083-3982,7169,cellular,Monday,March,557,cellular
760-625-1209,7170,telephone,Monday,September,28,telephone
915-778-1213,7171,cellular,Tuesday,June,129,telephone
229-758-9522,7172,cellular,Saturday,May,9997,cellular
708-014-2212,7173,telephone,Sunday,January,273,telephone
957-148-9342,7174,cellular,Saturday,June,148,cellular
863-232-3002,7175,cellular,Thursday,January,427,telephone
681-272-3073,7176,telephone,Saturday,June,744,cellular
769-022-3460,7177,cellular,Wednesday,March,578,cellular
980-252-3735,7178,telephone,Friday,July,481,telephone
870-946-4094,7179,telephone,Thursday,November,442,cellular
346-213-7659,7180,cellular,Monday,July,945,telephone
609-719-9743,7181,cellular,Saturday,April,432,cellular
975-246-2667,7182,cellular,Wednesday,December,4999,telephone
740-344-5161,7183,cellular,Friday,April,829,telephone
848-458-4147,7184,cellular,Monday,March,693,cellular
737-318-4809,7185,cellular,Monday,November,640,cellular
856-012-6142,7186,cellular,Thursday,August,929,telephone
512-917-2235,7187,telephone,Thursday,April,19,cellular
314-311-2809,7188,telephone,Sunday,January,984,telephone
530-655-8144,7189,telephone,Friday,August,805,telephone
931-784-1784,7190,telephone,Sunday,July,840,cellular
404-481-3178,7191,telephone,Sunday,March,726,telephone
973-103-3941,7192,cellular,Wednesday,August,585,cellular
929-166-7227,7193,cellular,Wednesday,February,520,telephone
424-118-6743,7194,cellular,Thursday,October,69,cellular
631-015-1294,7195,cellular,Friday,April,416,cellular
612-245-3559,7196,telephone,Friday,March,582,telephone
631-484-7186,7197,telephone,Friday,January,119,cellular
557-084-7381,7198,cellular,Wednesday,September,358,cellular
580-880-7007,7199,cellular,Sunday,December,773,cellular
551-701-9948,7200,cellular,Monday,July,228,telephone
804-851-0158,7201,telephone,Friday,July,569,telephone
740-345-6699,7202,cellular,Friday,May,902,telephone
425-745-0272,7203,telephone,Wednesday,July,131,telephone
464-078-4274,7204,telephone,Wednesday,March,516,telephone
845-862-2541,7205,telephone,Wednesday,September,855,cellular
573-484-8149,7206,telephone,Sunday,December,960,cellular
985-392-8096,7207,cellular,Tuesday,May,984,telephone
864-359-8284,7208,telephone,Tuesday,March,491,telephone
386-019-9483,7209,cellular,Sunday,November,9994,telephone
957-422-4330,7210,cellular,Monday,February,388,cellular
757-466-9508,7211,cellular,Wednesday,January,742,telephone
623-108-4518,7212,telephone,Sunday,February,853,telephone
561-762-5737,7213,cellular,Tuesday,July,637,telephone
682-846-6493,7214,cellular,Monday,February,233,telephone
651-822-2225,7215,cellular,Saturday,April,645,telephone
719-236-8478,7216,telephone,Thursday,January,345,telephone
650-538-8021,7217,cellular,Sunday,November,2999,cellular
619-819-3693,7218,telephone,Monday,May,121,telephone
575-212-7152,7219,telephone,Saturday,August,729,cellular
480-976-3702,7220,telephone,Thursday,July,830,cellular
551-478-2027,7221,telephone,Wednesday,September,213,telephone
347-161-0376,7222,cellular,Friday,August,783,cellular
914-030-7979,7223,telephone,Saturday,March,342,cellular
704-635-5761,7224,cellular,Saturday,May,973,cellular
804-195-6017,7225,cellular,Thursday,July,966,telephone
203-324-7197,7226,cellular,Thursday,November,421,cellular
628-131-6823,7227,cellular,Wednesday,June,447,telephone
407-772-1084,7228,cellular,Sunday,May,2,cellular
518-909-8904,7229,cellular,Friday,June,494,telephone
540-980-1903,7230,telephone,Thursday,March,943,cellular
302-801-2485,7231,cellular,Tuesday,November,267,cellular
806-424-2827,7232,telephone,Friday,February,615,telephone
320-415-2208,7233,cellular,Monday,January,379,telephone
620-902-2500,7234,telephone,Monday,July,408,cellular
913-761-2245,7235,cellular,Tuesday,May,253,telephone
872-407-5793,7236,cellular,Tuesday,January,240,telephone
564-008-6280,7237,telephone,Tuesday,February,881,telephone
740-716-0943,7238,telephone,Tuesday,September,258,telephone
278-265-9069,7239,cellular,Sunday,July,936,telephone
657-095-8095,7240,telephone,Tuesday,March,201,cellular
828-345-0201,7241,telephone,Saturday,March,492,cellular
845-275-6492,7242,telephone,Saturday,June,304,cellular
972-554-0564,7243,cellular,Wednesday,October,674,cellular
715-807-5589,7244,cellular,Thursday,November,628,cellular
667-382-2688,7245,cellular,Saturday,October,785,telephone
501-289-5012,7246,telephone,Thursday,April,751,cellular
337-033-8315,7247,cellular,Wednesday,January,138,cellular
575-935-5870,7248,telephone,Wednesday,November,230,cellular
272-657-6855,7249,cellular,Tuesday,November,931,cellular
702-229-9644,7250,telephone,Saturday,December,989,cellular
972-304-2421,7251,telephone,Saturday,February,929,telephone
443-677-8790,7252,telephone,Monday,August,31,telephone
718-176-8162,7253,cellular,Monday,October,246,cellular
947-188-0310,7254,cellular,Monday,May,981,cellular
973-523-8417,7255,telephone,Tuesday,March,876,telephone
314-235-8045,7256,cellular,Friday,February,197,cellular
708-948-7393,7257,cellular,Tuesday,January,814,telephone
440-859-8336,7258,cellular,Sunday,November,507,telephone
770-752-7120,7259,telephone,Thursday,July,4999,cellular
414-754-0227,7260,cellular,Saturday,November,630,cellular
562-291-7695,7261,telephone,Thursday,July,981,cellular
325-832-9948,7262,telephone,Tuesday,October,894,telephone
870-783-8045,7263,cellular,Thursday,June,797,cellular
646-692-1219,7264,cellular,Sunday,July,613,cellular
936-451-3195,7265,cellular,Thursday,December,161,cellular
319-535-8705,7266,cellular,Saturday,November,583,cellular
737-168-9495,7267,cellular,Wednesday,June,769,cellular
747-406-5040,7268,cellular,Monday,April,177,telephone
214-151-6512,7269,cellular,Monday,April,3999,cellular
509-774-7764,7270,cellular,Monday,July,639,cellular
907-443-3477,7271,telephone,Monday,April,884,telephone
667-187-2046,7272,telephone,Thursday,February,679,cellular
628-899-3953,7273,cellular,Thursday,January,446,telephone
978-687-4596,7274,cellular,Saturday,December,460,cellular
404-765-9371,7275,telephone,Wednesday,July,179,telephone
907-456-0793,7276,cellular,Saturday,January,157,telephone
747-157-9269,7277,telephone,Thursday,November,793,cellular
303-511-7133,7278,cellular,Sunday,January,843,cellular
571-555-7770,7279,telephone,Thursday,July,999,telephone
941-362-8288,7280,telephone,Monday,April,767,telephone
603-968-4948,7281,telephone,Wednesday,May,509,telephone
626-052-9862,7282,telephone,Thursday,May,149,telephone
330-704-2155,7283,cellular,Monday,August,462,telephone
424-689-0604,7284,cellular,Saturday,February,849,cellular
440-185-0045,7285,cellular,Sunday,January,650,cellular
283-308-5634,7286,cellular,Tuesday,February,387,cellular
504-974-9902,7287,telephone,Monday,October,473,cellular
272-919-8245,7288,telephone,Saturday,January,608,cellular
562-652-9747,7289,cellular,Wednesday,July,383,cellular
717-051-1524,7290,cellular,Saturday,June,650,cellular
212-547-6975,7291,cellular,Saturday,September,358,telephone
775-803-7385,7292,cellular,Friday,March,428,telephone
231-390-1298,7293,cellular,Friday,January,796,telephone
701-799-2058,7294,telephone,Saturday,August,823,telephone
278-352-3915,7295,cellular,Tuesday,July,134,telephone
727-119-6523,7296,telephone,Wednesday,May,186,telephone
205-118-9339,7297,cellular,Monday,October,355,telephone
303-091-9684,7298,telephone,Monday,January,505,cellular
402-714-4668,7299,cellular,Monday,November,270,cellular
679-178-5871,7300,telephone,Saturday,December,872,cellular
229-269-9232,7301,cellular,Tuesday,February,145,telephone
754-115-0094,7302,telephone,Wednesday,February,883,cellular
330-280-5975,7303,cellular,Monday,January,929,cellular
214-696-6892,7304,telephone,Sunday,May,317,cellular
979-906-2273,7305,cellular,Monday,June,964,cellular
212-618-9848,7306,telephone,Monday,February,40,cellular
856-184-6936,7307,telephone,Saturday,November,748,cellular
856-887-9067,7308,cellular,Friday,May,129,cellular
361-911-2932,7309,telephone,Friday,November,501,cellular
401-433-1085,7310,cellular,Friday,December,133,telephone
832-945-7001,7311,telephone,Tuesday,August,324,telephone
239-629-4078,7312,cellular,Monday,September,990,cellular
628-386-9782,7313,cellular,Monday,July,102,telephone
727-285-5723,7314,cellular,Saturday,June,931,cellular
423-372-2493,7315,cellular,Tuesday,September,977,cellular
309-030-4664,7316,cellular,Saturday,December,517,cellular
858-194-3690,7317,telephone,Tuesday,July,786,cellular
720-992-1102,7318,telephone,Saturday,April,238,cellular
239-805-5062,7319,telephone,Sunday,March,249,telephone
828-332-5719,7320,telephone,Wednesday,July,757,cellular
701-980-9992,7321,telephone,Thursday,June,723,cellular
504-306-5911,7322,cellular,Sunday,June,295,telephone
831-859-6142,7323,cellular,Saturday,February,32,telephone
850-542-0953,7324,cellular,Wednesday,April,23,cellular
808-560-1099,7325,telephone,Monday,September,667,telephone
484-545-3196,7326,cellular,Friday,December,999,cellular
985-171-7227,7327,cellular,Tuesday,December,326,telephone
978-471-8510,7328,telephone,Monday,August,615,cellular
650-579-8011,7329,telephone,Friday,January,397,cellular
650-792-8997,7330,cellular,Friday,April,81,cellular
509-211-0479,7331,telephone,Sunday,August,770,telephone
865-923-1829,7332,telephone,Saturday,January,500,cellular
213-666-7264,7333,telephone,Monday,June,380,telephone
562-978-4230,7334,telephone,Monday,January,925,cellular
314-199-6529,7335,telephone,Thursday,November,247,telephone
360-376-6288,7336,telephone,Thursday,July,339,cellular
815-969-2572,7337,telephone,Saturday,March,999,telephone
667-492-3680,7338,cellular,Wednesday,October,824,cellular
323-985-9487,7339,telephone,Sunday,August,975,telephone
940-472-4770,7340,telephone,Saturday,September,365,telephone
973-379-4351,7341,cellular,Friday,September,399,cellular
512-428-5478,7342,telephone,Saturday,June,78,cellular
772-686-5650,7343,cellular,Saturday,October,657,cellular
760-380-6661,7344,cellular,Friday,April,346,telephone
856-383-4500,7345,telephone,Monday,August,881,telephone
832-746-9482,7346,telephone,Saturday,January,525,cellular
346-265-3670,7347,cellular,Saturday,February,517,cellular
606-942-5993,7348,cellular,Friday,November,105,cellular
906-600-2020,7349,cellular,Sunday,March,739,telephone
464-582-7476,7350,telephone,Sunday,March,67,telephone
847-409-6681,7351,telephone,Saturday,July,125,telephone
469-401-5962,7352,cellular,Tuesday,October,387,telephone
863-292-2527,7353,telephone,Monday,January,948,telephone
941-937-1311,7354,cellular,Thursday,December,555,cellular
773-964-4030,7355,cellular,Tuesday,September,33,cellular
334-753-0384,7356,cellular,Tuesday,August,936,telephone
609-324-4014,7357,telephone,Friday,March,507,telephone
973-814-4245,7358,telephone,Wednesday,October,723,cellular
916-435-7944,7359,telephone,Wednesday,April,700,cellular
760-730-7958,7360,telephone,Friday,September,728,telephone
361-245-8154,7361,cellular,Thursday,June,898,cellular
530-787-2360,7362,cellular,Monday,October,9993,cellular
847-497-2636,7363,cellular,Wednesday,April,398,telephone
567-563-3934,7364,cellular,Thursday,November,943,cellular
573-891-1356,7365,cellular,Saturday,March,98,cellular
518-515-7016,7366,telephone,Thursday,December,388,telephone
206-595-4323,7367,telephone,Sunday,March,271,cellular
602-594-0615,7368,cellular,Wednesday,May,336,cellular
650-926-5617,7369,telephone,Wednesday,November,533,cellular
786-496-3572,7370,telephone,Monday,April,875,telephone
207-560-5683,7371,telephone,Saturday,January,726,telephone
564-744-4946,7372,telephone,Monday,December,816,telephone
419-901-4606,7373,telephone,Thursday,November,504,cellular
209-174-3206,7374,telephone,Saturday,May,529,telephone
434-001-0054,7375,telephone,Tuesday,December,961,cellular
918-578-3672,7376,telephone,Friday,March,148,telephone
715-249-9792,7377,cellular,Sunday,September,650,cellular
702-230-4514,7378,telephone,Saturday,March,632,telephone
218-634-0788,7379,telephone,Monday,June,89,cellular
315-878-6885,7380,telephone,Monday,January,676,cellular
407-837-4452,7381,cellular,Thursday,June,374,cellular
210-418-7770,7382,cellular,Thursday,February,41,cellular
239-351-0240,7383,cellular,Monday,August,830,cellular
424-665-1401,7384,cellular,Thursday,September,345,telephone
959-359-0009,7385,cellular,Wednesday,March,277,telephone
865-617-7007,7386,cellular,Monday,December,99999,telephone
858-520-4351,7387,telephone,Monday,May,904,cellular
935-079-5906,7388,cellular,Friday,January,561,cellular
619-132-9254,7389,telephone,Monday,November,529,telephone
256-737-0267,7390,telephone,Friday,September,165,cellular
202-043-8016,7391,telephone,Wednesday,April,886,telephone
304-655-6502,7392,cellular,Friday,February,240,telephone
913-937-5043,7393,cellular,Thursday,February,355,cellular
928-517-3776,7394,telephone,Thursday,April,9998,cellular
620-201-3473,7395,telephone,Monday,October,503,cellular
314-193-5073,7396,telephone,Sunday,October,237,cellular
575-984-5202,7397,cellular,Friday,February,176,telephone
650-145-9713,7398,cellular,Saturday,December,951,telephone
305-224-3552,7399,cellular,Thursday,June,39,telephone
830-955-2995,7400,cellular,Monday,October,26,cellular
225-536-1550,7401,telephone,Sunday,January,57,cellular
959-040-8824,7402,telephone,Sunday,May,949,cellular
220-750-5470,7403,telephone,Tuesday,November,853,cellular
513-773-5209,7404,cellular,Wednesday,June,930,telephone
925-636-0735,7405,cellular,Friday,June,668,telephone
763-935-7838,7406,cellular,Sunday,June,82,telephone
843-353-4108,7407,telephone,Saturday,October,999,telephone
904-347-0859,7408,cellular,Sunday,March,61,telephone
507-642-9638,7409,telephone,Wednesday,April,268,telephone
704-970-8081,7410,telephone,Friday,March,27,cellular
804-811-0732,7411,cellular,Friday,March,830,cellular
630-506-6243,7412,telephone,Thursday,February,426,cellular
717-364-8269,7413,telephone,Sunday,December,623,cellular
763-048-3247,7414,cellular,Sunday,July,387,cellular
203-970-5357,7415,cellular,Tuesday,January,109,cellular
757-410-7959,7416,cellular,Wednesday,June,761,telephone
747-143-0894,7417,telephone,Monday,August,776,cellular
651-659-3557,7418,telephone,Tuesday,July,503,telephone
404-700-8145,7419,telephone,Saturday,January,923,cellular
906-561-5134,7420,cellular,Wednesday,March,822,telephone
412-090-5309,7421,cellular,Saturday,April,583,telephone
240-498-5684,7422,telephone,Monday,November,182,cellular
475-698-4760,7423,cellular,Sunday,November,394,telephone
360-995-8949,7424,telephone,Thursday,May,470,telephone
970-596-6879,7425,telephone,Wednesday,June,70,telephone
563-507-0376,7426,cellular,Sunday,May,976,cellular
203-914-1360,7427,telephone,Friday,November,81,telephone
214-128-3619,7428,cellular,Sunday,October,283,cellular
973-006-0285,7429,telephone,Wednesday,August,789,cellular
530-225-7558,7430,cellular,Tuesday,July,330,telephone
314-887-3607,7431,cellular,Thursday,April,736,cellular
602-182-1028,7432,cellular,Tuesday,February,904,telephone
657-650-9698,7433,cellular,Sunday,May,478,cellular
346-527-0781,7434,telephone,Thursday,May,148,cellular
909-197-0245,7435,cellular,Thursday,September,467,cellular
479-842-9929,7436,telephone,Monday,June,61,cellular
262-710-5188,7437,cellular,Sunday,August,142,cellular
786-845-3844,7438,telephone,Saturday,July,628,telephone
337-506-9739,7439,cellular,Thursday,October,197,telephone
804-514-2201,7440,cellular,Tuesday,November,636,telephone
920-802-1978,7441,cellular,Tuesday,March,681,telephone
779-963-7709,7442,cellular,Friday,August,379,cellular
679-661-5180,7443,cellular,Saturday,October,370,telephone
201-498-7337,7444,telephone,Sunday,March,187,telephone
814-814-8255,7445,cellular,Tuesday,February,253,cellular
985-664-4570,7446,cellular,Thursday,April,535,telephone
512-850-1284,7447,telephone,Sunday,February,444,telephone
337-736-2670,7448,telephone,Friday,January,175,telephone
843-192-1098,7449,telephone,Monday,February,79,telephone
765-450-5088,7450,telephone,Tuesday,November,903,telephone
504-750-7250,7451,telephone,Sunday,April,439,telephone
623-452-7625,7452,telephone,Wednesday,December,2999,telephone
409-991-4946,7453,telephone,Thursday,October,766,cellular
747-476-0713,7454,telephone,Sunday,April,492,telephone
623-353-1321,7455,cellular,Saturday,April,173,cellular
629-900-7938,7456,telephone,Tuesday,October,487,telephone
972-606-5495,7457,cellular,Wednesday,May,763,cellular
775-684-8151,7458,cellular,Thursday,July,685,cellular
310-817-9174,7459,cellular,Tuesday,May,539,telephone
947-606-7110,7460,telephone,Sunday,March,273,telephone
915-844-7471,7461,telephone,Wednesday,May,3999,telephone
860-321-5031,7462,telephone,Saturday,December,768,telephone
386-102-4609,7463,telephone,Thursday,July,789,telephone
318-471-6666,7464,cellular,Wednesday,January,998,telephone
979-877-9911,7465,cellular,Sunday,January,953,cellular
505-135-3657,7466,cellular,Wednesday,February,84,telephone
351-339-3287,7467,telephone,Wednesday,May,177,telephone
925-054-9987,7468,telephone,Tuesday,November,535,telephone
848-209-2436,7469,cellular,Friday,May,966,telephone
216-787-6579,7470,cellular,Monday,April,925,cellular
907-552-6726,7471,cellular,Wednesday,October,37,cellular
346-225-4013,7472,telephone,Monday,November,810,cellular
763-121-1071,7473,telephone,Saturday,November,301,telephone
435-267-3916,7474,telephone,Thursday,August,999,telephone
984-977-9864,7475,telephone,Saturday,December,564,telephone
470-785-6107,7476,cellular,Wednesday,June,669,telephone
980-134-4688,7477,telephone,Saturday,December,673,cellular
423-585-0762,7478,telephone,Monday,May,408,telephone
301-347-6796,7479,cellular,Monday,October,893,telephone
985-816-4669,7480,cellular,Sunday,April,664,cellular
860-734-6687,7481,cellular,Wednesday,September,9997,telephone
564-072-0910,7482,telephone,Friday,November,194,cellular
719-509-3990,7483,cellular,Monday,October,20,cellular
303-484-4420,7484,cellular,Sunday,November,98,telephone
850-645-0159,7485,cellular,Tuesday,December,552,cellular
757-268-6846,7486,telephone,Monday,September,574,cellular
270-552-6867,7487,telephone,Saturday,April,853,cellular
618-780-3382,7488,telephone,Monday,May,351,cellular
909-879-4664,7489,telephone,Wednesday,July,584,telephone
586-065-8359,7490,cellular,Saturday,August,487,telephone
315-120-4196,7491,cellular,Friday,February,641,cellular
228-246-4836,7492,cellular,Monday,April,461,telephone
219-939-6948,7493,telephone,Monday,July,536,cellular
272-009-1058,7494,cellular,Wednesday,February,420,telephone
469-726-9682,7495,cellular,Monday,August,830,telephone
541-092-6836,7496,cellular,Tuesday,November,366,cellular
269-039-2649,7497,cellular,Sunday,April,708,cellular
407-127-1236,7498,telephone,Saturday,October,4999,telephone
504-116-2690,7499,cellular,Sunday,November,270,telephone
435-742-4290,7500,cellular,Saturday,March,329,cellular
415-904-6414,7501,cellular,Saturday,October,649,cellular
636-588-8477,7502,cellular,Saturday,October,764,cellular
913-380-5203,7503,telephone,Monday,March,232,cellular
269-608-7577,7504,telephone,Wednesday,July,2,cellular
260-996-3458,7505,cellular,Tuesday,February,78,cellular
269-730-3546,7506,telephone,Sunday,October,645,telephone
256-769-1525,7507,cellular,Saturday,April,62,cellular
541-600-7765,7508,telephone,Friday,January,445,telephone
312-191-3622,7509,telephone,Sunday,February,783,telephone
412-400-5196,7510,telephone,Tuesday,August,588,telephone
847-622-9082,7511,cellular,Thursday,September,998,cellular
276-308-2536,7512,telephone,Friday,April,206,cellular
765-911-9499,7513,telephone,Friday,December,6999,telephone
503-878-6166,7514,cellular,Saturday,May,522,telephone
317-562-9892,7515,telephone,Friday,July,642,telephone
864-620-9420,7516,telephone,Monday,July,291,cellular
959-162-2381,7517,telephone,Saturday,August,358,telephone
361-804-2570,7518,telephone,Sunday,December,528,telephone
858-724-8390,7519,telephone,Monday,April,449,telephone
772-444-4972,7520,cellular,Sunday,August,862,cellular
903-838-3182,7521,telephone,Thursday,February,636,cellular
220-258-5705,7522,telephone,Thursday,October,956,telephone
563-452-2157,7523,cellular,Friday,December,216,telephone
989-310-4497,7524,telephone,Friday,February,256,cellular
762-179-8520,7525,telephone,Sunday,May,909,cellular
628-893-4321,7526,cellular,Wednesday,December,139,cellular
551-774-9509,7527,telephone,Thursday,December,942,cellular
334-181-4605,7528,telephone,Wednesday,September,132,telephone
716-288-9276,7529,telephone,Monday,December,529,cellular
360-725-1023,7530,telephone,Sunday,May,48,telephone
412-964-5877,7531,telephone,Thursday,November,667,cellular
510-673-2275,7532,telephone,Sunday,November,7,telephone
747-321-8710,7533,telephone,Monday,December,517,cellular
215-884-3808,7534,telephone,Saturday,April,223,telephone
928-555-7529,7535,cellular,Wednesday,February,87,telephone
518-016-4220,7536,cellular,Monday,November,517,cellular
530-923-4439,7537,telephone,Monday,March,587,telephone
708-252-9757,7538,telephone,Wednesday,January,432,cellular
610-665-3120,7539,telephone,Sunday,March,723,cellular
231-697-1085,7540,cellular,Monday,November,947,telephone
517-325-2704,7541,telephone,Friday,April,703,telephone
339-687-5744,7542,telephone,Friday,October,787,cellular
641-935-8453,7543,telephone,Wednesday,April,265,cellular
509-402-5474,7544,cellular,Sunday,May,765,cellular
757-608-4488,7545,telephone,Tuesday,January,184,telephone
920-547-9811,7546,cellular,Monday,April,85,telephone
321-714-2313,7547,telephone,Monday,May,737,telephone
517-361-5254,7548,cellular,Tuesday,October,423,telephone
708-006-5577,7549,cellular,Saturday,April,49,cellular
931-867-4055,7550,cellular,Friday,November,825,cellular
214-398-4501,7551,telephone,Friday,April,602,telephone
575-755-0498,7552,cellular,Tuesday,February,299,cellular
301-776-2798,7553,telephone,Sunday,September,829,cellular
810-805-1696,7554,telephone,Thursday,June,104,telephone
205-627-9338,7555,telephone,Wednesday,March,714,cellular
239-239-0552,7556,cellular,Monday,May,877,telephone
219-402-4060,7557,telephone,Sunday,April,181,telephone
904-973-9708,7558,cellular,Wednesday,March,864,cellular
814-602-4211,7559,cellular,Sunday,October,999,cellular
815-267-4994,7560,cellular,Thursday,December,299,telephone
331-093-7066,7561,cellular,Saturday,October,338,telephone
929-331-4147,7562,cellular,Tuesday,July,601,telephone
539-827-0153,7563,telephone,Saturday,September,274,telephone
216-414-9484,7564,telephone,Saturday,February,812,telephone
206-901-3584,7565,cellular,Wednesday,October,582,telephone
650-835-3743,7566,cellular,Friday,September,362,cellular
617-805-7561,7567,telephone,Saturday,April,45,cellular
302-941-1023,7568,cellular,Friday,January,629,telephone
870-067-6169,7569,telephone,Thursday,May,281,telephone
313-376-2670,7570,cellular,Wednesday,February,872,cellular
